,company,task,info
351,(주)엔글,플랫폼 QA,"

 서비스를 지탱하는 front end / back end 환경에 대한 다양한 테스팅 수행 및 도구 개발
 QA 계획 및 준비
 테스트 준비/계획수립/수행/결과보고
 버그리포트 및 추적
 성능테스트 수행 및 고도화
 SDK & Open API 자동화 툴 제작 및 고도화
 엔진 특성 확인 및 이슈 트래킹 등

 SW 테스팅 혹은 SW 공학에 대한 지식 보유자
 IT 제반 기술에 대한 기본적 이해
 초급 이상의 컴퓨터, 오피스 활용능력
 효과적인 커뮤니케이션 스킬
 조직친화력/업무책임감
 논리적 사고 및 분석능력
 품질에 대한 기본개념

 컴퓨터 또는 SW 개발 전공자 혹은 유경험자
 SW 테스팅 유경험자

"
352,(주)두잇시스템,Web & Mobile System,"

 웹&모바일 개발자
 HR Solution
 ERP
 Sales&CRM
 경영관리

 JAVA, JSP,Oracle
 Domain Solution
 주요근무지 : 서울(가산, 여의도, 마곡, 중구, 강남), 경기(파주) 등



"
353,에스케이플래닛(주),[수시 채용] UX 디자이너(GUI 디자인),"

 제품과 비즈니스의 UX 문제 도출 및 해결
 서비스 UX디자인 및 프로토타이핑
 App/Web/TV UI 디자인 (GUI)
 Creative Direction

 IT서비스 업종에서 UX/UI 디자인 경력 5년 이상
 온라인/모바일에 대한 이해력과 통찰력
 Sketch, Zeplin, Photoshop, illustrator, Prototyping 관련 툴에 능숙
 Lofi/Hifi 프로토타이핑 툴 사용에 능숙 (Framer, Protopie, After Effect 등)
 상황에 맞는 Prototype 제작을 통해 아이디어를 빠르게 구체화하고 커뮤니케이션할 수 있는 능력

 다양한 그래픽 스타일 구현 능력이 있으신 분
 구조화된 UI를 디자인 구현함으로써 개발의 효율을 높였던 경험이 있으신 분
 Web UI에 대한 이해(반응형웹/HTML/CSS/JS기초)가 있으신 분

"
354,(주)잉클,프로덕트 매니저 PM,"잉클은 제조 설비의 데이터 수집 및 접근과 관련된 까다롭고 고질적인 문제에 관심을 갖고 있습니다. 설비 운영 비용을 증가시키는 이런 문제들을 해결하기 위해서 잉클은 독자적인 산업용 소프트웨어 플랫폼(Nazare)을 개발하고 있습니다. 잉클만의 S/W 플랫폼과 솔루션을 통해 고객들은 세상에서 가장 쉽게 설비 데이터에 접근할 수 있고, 누구보다 안정적으로 자사 설비를 관리하고 운영할 수 있습니다.

잉클의 미션은 사람들이 세상에서 가장 쉽게 설비 데이터에 접근하게 만드는 것입니다.
이를 위해 아래와 같은 기술들을 개발하여 제품을 만들고 있습니다.

1. 어떤 설비든 데이터 수집 걱정 끝
 파편화 된 설비별 / 프로토콜별 플러그인 수집, 인터페이스 확보
 수집한 각종 데이터를 Nazare 포맷으로 정규화 및 일반화
 사용자 정의 수식으로 생성되는 가상 데이터 기능 제공
 LOT 등 메타 데이터 역시 실시간 수집


2. 고해상도의 데이터 수집, 순수 소프트웨어로만
 순수 s/w만으로 1kHz 이상 고속 데이터 실시간 수집
 리눅스 eBPF 기반 고속 데이터 처리 기술 확보


3. 이기종의 설비들로부터 데이터 동시 수집
 서로 다른 전송주기의 설비들로부터 데이터 동시 수집
 서로 다른 메이커의 설비들로부터 데이터 동시 수집


4. 모든 데이터를 자체 데이터 레이크에 안전하게
 스트리밍 등 다양한 콜렉터 제공
 X.509 기반 상호 인증으로 데이터 송수신
 다층 보안 레벨 제공 및 데이터 거버넌스 수행
 2차 활용을 위해 설비/공장 내 정형, 비정형 데이터 안전하게 보관


5. 고장 예측으로 설비 다운타임을 최소화
 건전성 특징 인자 및 지수 추출 모듈로 고장 특성과 패턴 파악
 AI 모델 생성 및 지속적인 재학습을 통해 고장 가능성을 알림
 모델 추론 결과를 대시보드와 리포트로 요약 제공


6. 나의 설비 데이터로 나만의 솔루션 확보
 고객사가 직접 원하는 모니터링 화면을 생성할 수 있는 툴 제공
 고객사 스스로 앱 개발을 할 수 있는 개발 환경 제공
 개발한 앱을 업로드, 다운로드 할 수 있는 앱스토어 제공


잉클은 산업 설비를 잘 아는 전문가들과, 산업에서의 문제들을 현재의 IT기술로 풀어낼 수 있는 전문가들로 구성되어 있습니다. 대상을 알고 접근하기 때문에, 누구보다도 문제를 효율적으로 풀 수 있습니다.

구글이 Android 플랫폼을 통해 휴대폰을 스마트하게 바꾸고 사람들의 삶에 큰 변화를 일으켰듯이, 잉클은 Nazare 플랫폼을 통해 산업 설비를 지능적으로 바꾸고, 생산업체와 제조업체가 일하는 방식에 크고 의미있는 변화를 만들어내려고 합니다.

잉클팀 12명과 더불어 이 꿈을 함께 실현할 동료를 찾고 있습니다.

많은 지원 부탁드립니다.

http://ingkle.com
https://www.youtube.com/watch?v=n5N_cxEhYVw

잉클은 ""세상에서 가장 쉽게 설비 데이터에 접근하게 만들자"" 라는 미션 하에 산업 설비용 S/W 플랫폼과 이를 기반으로 S/W 솔루션을 만들고 있습니다. 잉클은 설비에 대한 높은 이해도를 바탕으로 설비 내부에서 데이터를 추출하고 이를 사용자에게 의미있는 여러가지 형태로 시각화하여 현재 국내 200대 이상의 산업 설비에 적용하였습니다. 현재 잉클 고객사로는 Bosch Rexroth Korea, 현대 제철, 현대 로템, 한국 타이어, 동화 마루, 동희 산업, 성우 하이텍, KSG 기술환경 등이 있습니다.

실질적으로 설비 운영에 효과를 내주고 있기에, 산업쪽의 많은 업체들로부터 지속적으로 공급 의뢰가 들어오고는 있지만, 고객사와의 이 모든 프로젝트들을 어떻게 효율적으로 관리 진행할지 많은 고민과 어려움이 있는 상황입니다. 이런 상황을 함께 풀고 잉클과 함께 성장할 프로덕트 매니저를 찾고 있습니다.

담당업무
 고객사 요구사항 수렴 및 업무 조율
 프로젝트 일정 수립 및 품질관리
 사업 전략에 따른 우선순위 도출
 프로젝트의 목적에 따른 주요 이슈 해결
 고객사와 서비스 개발자간 업무 조율 및 일정 관리
 아웃소싱 관리

자격요건
 프로덕트 매니저 경력이 3년 이상이신 분
 원활한 커뮤니케이션 능력을 갖춘 분
 부서간 업무 조율을 원활하게 이끌 수 있는 분
 책임이 강하고, 능동적으로 대응이 가능 하신 분
 IT, IoT 기술에 대한 이해도가 높으신 분

 스마트팩토리 관련 프로젝트 진행 경험
 고객의 비즈니스 현황과 요구사항을 이해하고 솔루션과 아키텍처 구조를 정의할 수 있는 역량

"
355,이씨이십일(주),수출 컨설팅,"

 수출컨설턴트 지원
 해외시장조사 기획
 고객관리 및 수출애로사항지원

 상경계열 및 이공계 출신
 무역관련 자격증 소지자 및 교육 수료자
 식품, 화장품, 의료, 생활용품, IT, 건축 및 플랜트 등



"
356,(주)마크베이스,Tech Support,"

 마크베이스 DBMS 기술 지원
 고객 대상 기술 지원
 제품 사용법 가이드
 제품 테스트
 제품 교육
 기술 문서 작성

 경력 2년 이상
 IT솔루션 기반 기술 지원 경험 보유
 Linux 서버 운영 경험 보유
 SQL에 대한 기본 지식 보유
 MS Office 문서 작성 능력 보유
 프로그래밍 기초 지식 보유
 원만한 커뮤니케이션 스킬 보유

 빅데이터 솔루션 및 DBMS 분야 유경험자
 DBA 경력 보유자
 C언어 기반 프로그래밍 유경험자

"
357,유채널(주),R&D,"

 제품개발

 이기종간 통신 G/W
 네트워크 관리
 은행업무 S/W
(대외계, 채널서버, Editor,단말)
 유비쿼터스 관련
 대규모 SI PJT관리
 Web
 IT Consulting 기술
 DB 처리기술



"
358,유씨에스시스템(주),개발 (경력),"

 개발

 Java 기반 S/W 개발 경험 및 SI 구축 경험자

 무역/물류유통 업무 경험자 우대
 IT 자격증 보유자 우대
 외국어 능통자 우대

자격증취득비용 지원  자기계발 및 전문가 육성을 위한 자격증 취득 응시료를 지원합니다.
도서비 지원  업무 관련 서적에 대한 도서구입비를 지원합니다.
교육비 지원  직원 역량강화를 위해 교육비를 지원합니다.
멘토비 지원  멘토링 활동 비용을 지원합니다.
경조사 지원  경조사 발생 시 경조휴가, 경조화환(조화), 경조금을 지원합니다.
기념일 지원  직원 생일 축하를 위해 상품권을 제공합니다.
상조서비스 지원  집안 내 조사 발생 시 일정금액의 상조서비스 비용을 지원합니다. (단. 회사지정 상조서비스 이용시)
동호회 지원  직원들의 유대관계 증진을 위해 사내 다양한 동호회 활동을 지원합니다.
건강검진  전문의료기관과 연계하여 종합검진 수준의 정기 건강검진을 지원합니다. 본인이 검진을 받지 않는 경우 가족으로 대체할 수 있도록 도움을 드립니다.
휴가제도  연차휴가, 포상휴가, 경조휴가를 시행하고 있습니다.
포상제도  장기근속자, 우수사원, 모범사원 등 다양한 포상제도를 시행하며 연말 포상합니다.
직원 추천제  직원의 추천으로 입사한 입사자가 3개월 이상 근무 시 추천 직원에게 일정금액의 상품권을 지급합니다."
359,유씨에스시스템(주),개발 (신입),"

 개발

 컴퓨터 관련 전공자 또는 교육기관을 통한 교육 수료자

 무역/물류유통 업무 경험자 우대
 IT 자격증 보유자 우대
 외국어 능통자 우대

자격증취득비용 지원  자기계발 및 전문가 육성을 위한 자격증 취득 응시료를 지원합니다.
도서비 지원  업무 관련 서적에 대한 도서구입비를 지원합니다.
교육비 지원  직원 역량강화를 위해 교육비를 지원합니다.
멘토비 지원  멘토링 활동 비용을 지원합니다.
경조사 지원  경조사 발생 시 경조휴가, 경조화환(조화), 경조금을 지원합니다.
기념일 지원  직원 생일 축하를 위해 상품권을 제공합니다.
상조서비스 지원  집안 내 조사 발생 시 일정금액의 상조서비스 비용을 지원합니다. (단. 회사지정 상조서비스 이용시)
동호회 지원  직원들의 유대관계 증진을 위해 사내 다양한 동호회 활동을 지원합니다.
건강검진  전문의료기관과 연계하여 종합검진 수준의 정기 건강검진을 지원합니다. 본인이 검진을 받지 않는 경우 가족으로 대체할 수 있도록 도움을 드립니다.
휴가제도  연차휴가, 포상휴가, 경조휴가를 시행하고 있습니다.
포상제도  장기근속자, 우수사원, 모범사원 등 다양한 포상제도를 시행하며 연말 포상합니다.
직원 추천제  직원의 추천으로 입사한 입사자가 3개월 이상 근무 시 추천 직원에게 일정금액의 상품권을 지급합니다."
360,네이버클라우드(주),Security Engineer 클라우드 보안 컨설팅,"

 클라우드 고객 대상 보안 컨설팅
 클라우드 고객 대상, 보안 아키텍쳐 수립 및 가이드 제공

 해외출장에 결격 사유가 없는, 2년 이상의 경력을 가진 자
 IT Infrastructure 전반에 대한 지식
 클라우드 기반 기술 및 클라우드 보안 기술의 이해
 고객 Industry 별 컴플라이언스 환경을 고려한 보안 아키텍처 수립 능력
 국내/외 정보보호 인증 규격에 대한 지식 및 통제항목별 클라우드 환경 구성 능력
 기술 컨텐츠 작성 및 프리젠테이션 능력
 고객과 원활한 커뮤니케이션 능력
 관련 경력 3년 이상

 Public Cloud Service의 보안 상품, 보안 기능을 고객에게 제안 또는 컨설팅해 본 경험
 보안 또는 클라우드 관련 자격증 보유자

"
361,비티씨코리아닷컴(주),보안실(기술보안 전문가),"

 보안 Architecture 수립 및 관리
 신규 비즈니스 및 시스템 변경에 대한 보안성 검토
 모의해킹 및 취약점 진단
 악성코드 분석 및 대응

 시스템 취약점, 모의해킹, 취약점 진단 등 기술적 보안업무 수행 경력 5년 이상
 정보보안, 네트워크, 시스템 등 IT전반 지식 보유자

 금융권 정보보호 업무 수행 경험자
 정보보호 전문업체 근무 경험자
 보안 관련 자격증(정보보안기사, CISA, CISSP, CPPG, ISMSP 심사원 등)소지자
 네트워크, 시스템 관련 자격증 소지자

"
362,(주)그린카,인프라 + DevOps,"그린카는 언제 어디서나 최소 30분부터 10분 단위로 차량을 이용할 수 있는 카셰어링 브랜드입니다.
2015년 6월 롯데그룹의 손자회사로 편입되어 사업 확장 기반을 다졌습니다.

(주)그린카는 국내 최초로 카셰어링 서비스를 개발  시스템 특허를 출원하였으며
2011년 10월 자동차 공유(카셰어링) 서비스 브랜드 '그린카'를 론칭하였습니다.
2020년 2월 기준 전국 88개 도시 3,200여개 거점에서 약 9,000여대의 차량으로 카셰어링 서비스를
제공하고 있습니다.

소형  승합  SUV에 이르기까지 업계 최다 60종의 차종을 보유하고 있으며,
업계 유일 친환경차 풀 라인업(전기차, 하이브리드, 플러그인 하이브리드)을 구축하여
총 1,208대의 친환경 차량을 운영하고 있습니다.

특히 2018년 9월에는 대기환경 개선과 친환경 소비 산업 육성에 기여한 내용을 인정받아
업계 최초로 국무총리 표창을 수상하였습니다.

 그린카 인프라 운영 및 관리
 Cloud 기반 MSA 환경 구축 (EC2, ECS, ECR)
 클라우드 환경에서 CI/CD (빌드/테스트/배포 자동화) 구축
 서비스 로깅, 모니터링 시스템 구축

 AWS 클라우드 구성 및 운영 경험 있으신분
 Docker/Container 기반 서비스 운영 경험 있으신분
 동료와 원활한 커뮤니케이션 능력을 갖추신 분

 Elastic Stack, Cassandra 등 BigData, NoSQL DB기술 배우면서 함께 성장하고 싶으신분

 명절 및 창립기념일, 근로자의 날 등 현금성 물품 지급 (연 50만원 이상+ @)

 연 1회 정기 건강검진 비용 제공 (25만원 상당)

 통신비 지원 (연 36만원)

 카셰어링 무료 이용권 지급 (월 30만원 상당)

 결혼 100만원, 자녀출신 50만원, 부모님 회갑 50만원, 장례물품지급 등 경조사 지원

 롯데그룹 임직원카드 발급 등"
363,동서정보기술(주),사업기획,"

 사업기획

 대졸이상(상경 or 법정관련)
 기획관련 3년 미만 경력자



"
364,(주)휴먼스케이프, 스텔스 셀 전환형 인턴 채용,"""IT 헬스케어의 풍경을 함께 바꿀 인턴을 찾습니다.""


 휴먼스케이프를 소개합니다.

휴먼스케이프는 'Human'과 'Landscape'를 결합한 단어로, '사람들이 행복하게 어울려 지내는 풍경'을 의미합니다. 환자와 세상을 연결함으로써 질병으로 고통받는 사람이 건강한 일상을 향유할 수 있도록 힘쓰고 있는 6년 차 IT 헬스케어 스타트업입니다



휴먼스케이프는 업계에서 주목하는 탄탄한 스타트업입니다.

#'누적 220억' 투자 유치
투자가 전부는 아니지만, 대외적으로 성장 가능성과 역량을 인정 받았다는 데에서 의미가 있습니다. 휴먼스케이프는 일찍이 유망 스타트업을 알아보고 투자해 온 유수의 투자사로의 선택을 받은 스타트업입니다.

2020년 코로나19의 여파로 국내 스타트업에 대한 투자가 위축되기도 했으나, 휴먼스케이프는 성장 가능성을 높이 평가한 기존 투자사들의 후속 투자가 이어지면서 Series B 투자 라운드를 마무리했습니다.


#의료기관/업계 대형 기업과의 협력
휴먼스케이프는 서울아산병원, 서울대학교 병원, 삼성서울병원, 가톨릭대학교 서울 성모병원 등 국내 탑 티어(Toptier) 대학병원들과 공동연구를 활발히 진행 중입니다.

또한 대웅제약, 한국노바티스 등 제약 및 바이오/헬스케어 시장의 대표 기업들로부터 서비스의 가치를 인정 받으며 스케일 업(Scaleup)하고 있습니다.



읽어보면 좋을 휴먼스케이프 기사

휴먼스케이프, 기관 러브콜 130억 시리즈B 유치
https://www.thebell.co.kr/free/Content/ArticleView.asp?key=202011251345457200105178

[Mint] 희귀병 환자에겐 치료법 알기 쉽게, 제약사엔 치료제 연구 쉽게 다리 역할
https://www.chosun.com/economy/mint/2020/12/28/BCU54BHRRRA2NPZCI2WG7NFFFM/

휴먼스케이프 ""희귀질환 데이터 관련 아시아 리더될 것""
https://www.hankyung.com/it/article/202012283728i


휴먼스케이프는 대한민국 1%의 문제를 고민합니다.

#국내 1%,약 50만 명의 희귀질환 환자
세상은 빠르게 변하고 다양한 치료기술이 연구되지만 희귀질환 환자가 접할 수 있는 소식은 극히 일부에 불과한 것이 현실입니다. 더욱이 국내에는 희귀질환 전문의(임상 유전학 전문의)가 50명이 채 되지 않기에 본인 질환에 관하여 이해하기 쉽고 정확한 정보를 찾기는 매우 어렵습니다.

그래서 휴먼스케이프는 희귀질환 환자의 문제에 집중합니다.

치료와 정보의 사각지대에 놓인 환자분들이 본인 질환에 대한 풍부한 이해를 바탕으로 증상을 관리할 수 있도록 돕고, 의사와 환자 사이의 간극을 좁혀 치료제가 개발되기까지의 시간을 단축시키기 위해 힘쓰고 있습니다.

#국내 헬스케어 시장의 '퍼스트 무버'
레어노트는 희귀난치성 질환을 가진 환자들이 직접 업로드한 건강 데이터를 기반으로 자신에게 필요한 치료제 개발 현황 및 관련 연구를 확인할 수 있는 플랫폼입니다.

희귀난치성 질환의 신약 개발에 필요한 데이터를 수집하며 국내 기업 중 이 분야에서 가장 앞서있는 휴먼스케이프 팀은 현재 여러 사업 기회를 마주하고 있습니다.



휴먼스케이프의 시선은 더 넓은 곳을 향해 있습니다.

휴먼스케이프는 제약사, 연구기관, 병원 등에서 활용할 수 있는 희귀질환 데이터 포털 '레어하우스'와 온라인 임상시험 중개 플랫폼 '한국임상정보' 등의 서비스를 제공합니다.

희귀질환, 암 등 난치성 질환 환자들의 치료 기회 확대를 위해 휴먼스케이프는 현재에 머무르지 않고 환자들에게 보다 도움되는 서비스를 제공하는 것을 목표로 나아갑니다

휴먼스케이프에서는 함께 나아갈 스텔스 Cell 인턴을 모십니다.

[스텔스 Cell 소개]
휴먼스케이프는 '셀(Cell)' 단위의 목표 중심 조직으로 구성되어 있습니다. 그 중 '스텔스 셀'은 스텔스 전투기처럼 적재적소에 침투하여 사업개발, 리서치, 사업계획서 및 IR자료 제작, 연구과제 기획 등 셀 단위 조직으로 소화하기 어려운 지점의 업무들을 수행함으로써 전사의 목표를 달성하는데 기여합니다.

스텔스 셀은 '회사의 목표달성을 통한 성장'에 주안점을 두는 만큼, CEO와 함께 고민하며 주도적으로 일하고 다양한 업무 분야에서의 성취를 경험할 수 있는 것이 특징입니다.



휴먼스케이프 스텔스 Cell 인턴은,

국내외 헬스케어 데이터 시장을 주시하고, 환자를 위한 사업 기회를 발굴합니다.

주요 업무
 헬스케어 산업과 관련된 각국의 규제 및 제도 조사
 글로벌 제약, 바이오 회사의 투자 동향 분석
 국내외 디지털 헬스케어 주요 기업 분석
 시장 조사, 사업 타당성 분석 등 리서치 수행 및 자료 아카이빙
 사업계획서, IR자료 작성

이런 휴먼이라면 시너지를 낼 수 있어요

 바이오/IT 산업에 대한 호기심과 집요한 분석 능력을 보유하신 분
 영어 자료의 심도 있는 이해와 분석이 가능하신 분
 논리적이고 효과적인 커뮤니케이션 능력을 보유하신 분
 디테일을 놓치지 않는 꼼꼼함을 갖추신 분
 엑셀, 파워포인트 등 컴퓨터 문서 작업이 원활하신 분

지원자격
 졸업 예정자 또는 기졸업자
인턴 근무기간(3개월) 종료 후 정규직 전환 시 근무 가능하신 분

 VC, IB, 컨설팅펌, 증권사 리서치센터, 기업 전략실 등 경험 보유자(인턴, RA 포함)
 스타트업에서 업무 경험 보유자(인턴, 창업 포함)
 본인만의 시각을 담은 리서치 자료를 만들고 블로그 등을 통해 발행한 경험이 있으신 분

휴먼스케이프는 '유기농 문화'를 지향합니다.

저마다 생김새가 다르지만 각자의 가치를 인정받는 유기농 작물처럼 휴먼스케이프의 `유기농 문화`는 각 구성원의 인격과 개성을 존중하는 데서부터 출발해요.

수평적인 관계 속에서 인위적인 규율 또는 간섭 없이 휴먼스케이프 멤버들이 자기 주도적인 성장을 할 수 있는 환경을 만들어주는 문화예요.


#수평적으로 일해요
 영어 이름을 사용하여 직급/나이에 상관없이 존댓말로 대화해요.
 가능한 모든 정보를 투명하게 공개해요. 차곡차곡 아카이빙된 업무 자료도 조회할 수 있어요.
 새로운 아이디어에 대해서는 항상 열려 있어요.

#존중하며 일해요
 모두의 개성과 인격을 존중하며 상호 배려해요.
 복장에 제한이 없어요, 마음껏 개성을 표현해주세요.
 회사 운영과 문화 조성에 대해 모든 멤버가 자유롭게 의견 낼 수 있어요.

#자율적으로 일해요
 출퇴근 시간에 얽매이지 않아요. 뛰거나 눈치보지 마세요.
단, Cowork Time(11:00~17:00)을 지키면서 일해요.
 점심식사도 원하는 시간에 자유로운 메뉴로 지원해드려요.
 휴가도 본인 컨디션과 스케줄에 맞춰 자유롭게 사용할 수 있어요.

#성장하며 일해요
 자신이 기여할 수 있는 업무라면 자기주도적으로 참여할 수 있어요.
 스터디, 세미나 참여를 적극 권장하며 이를 통해 역량을 키울 수 있어요.


최상의 퍼포먼스를 위해 준비했어요.

 멤버 개개인의 성장을 중요시해요. 세미나 참가비, 도서 구매비 등을 지원해드립니다.
 휴먼이라면 누구든지 피곤할 때 방해받지 않고 편히 누워서 쉴 수 있는 공간도 있답니다.
 든든하게 먹고 힘낼 수 있도록 식대를 지원해드립니다.
 뛰지 마세요! 역삼역에서 걸어서 5분이면 사무실에 도착해요.
 넓은 데스크를 비롯해 쾌적한 환경에서 업무 효율을 높일 수 있어요.
 원하는 음료(refreshments)를 제공해드려요.
 외근 시 교통비를 지원해드리고 있으며 불가피하게 야근을 하게 되는 경우에도 집까지 편하게 갈 수 있도록 택시비를 지원해드려요.
 정기적으로 맛집 탐방, 문화/레저 등 다채로운 방식으로 충전하는 시간을 가져요.



 더 자세한 내용은 휴먼스케이프 노션 채용공고에서 확인해주세요.

http://bit.ly/recruit_human_stealth"
365,(주)엔씨지글로벌,경영지원,"

 경영지원
 경영기획, 재무/회계,
 법무, 총무,
 IT아웃소싱 관리/계약 담당자,
 특허 담당자 등

 공통지원자격
 학력, 성별, 연령에 대한 제한이 없습니다.
 다만 해외여행 결격사유가 없고 병역기피 사실이 없어야 합니다.



 보험제도
 국민연금보험
 국민건강보험
 고용보험
 산재보험

 자금제도
 경조금제도

 휴가제도
 정기휴가
 각종경조휴가

 기타복지
 MT (워크샵)
 실시 우수사원포상
 내(외)부 교육지원
 직원건강검진"
366,포위즈시스템(주),SI,"

 보험관련업무
 학교/공공부문(학사, 행정등)
 ERP, KMS

 IT분야의 대한 관심과 열정, 기본능력을 보유하신 분
 학사/석사 이상 학력소지자
 해외여행에 결격사유가 없는 분/ 남자는 병력필이나 면제자
 지원부문 경력 2년 이상인 분

 4년제 대학졸업자, 전공불문이나 관련전공자 우대
 보훈대상 및 장애인은 관련법령에 따라 우대
 정보처리/정보통신 기술사 및 지원부문관련 IT자격증 소지자 우대

"
367,봉봉랩(주) 호텔나우, Manager,"

 IR 및 Fundraising 업무 진행 (기존 투자자 커뮤니케이션 및 신규 투자 유치)
 신규 투자 대상 기업/산업 분석 및 valuation 검토
 사업 타당성 / 수익성 분석을 통한 신규 사업 기회 발굴 및 진출 전략 수립
 전사 비즈니스 모델별 사업계획 수립 및 P&L 관리

 학사 이상 (졸업예정자 가능, 전공무관) 및 총 경력 2년 미만
 컨설팅 / IB, PE, VC / 스타트업 및 IT 업계 경험
 문제해결 능력 기반의 전략적 사고가 가능하신 분
 Excel, SQL 등 데이터 활용 능력이 우수하신 분
 비즈니스 영어 가능자

 국가유공자 예우 및 지원에 관한 법률에 의거 취업 보호 대상자 및 장애인은 관련 법규에 따라 우대합니다

"
368,비티씨코리아닷컴(주),기획실 웹서비스 기획,"

 웹서비스 기획
 프로젝트 관리

 웹서비스 기획 경험자
 디자인, 퍼블리싱, 개발에 대한 이해도가 높은 자
 원활한 부서간 업무조율 및 커뮤니케이션을 이끌수 있는 자
 IT 산업 전반에 대한 이해도가 높은 자
 유관경력 만 6년 이상

 Live 서비스 운영기획 경험자
 가상자산 거래소, 증권사, 금융권 경력 보유자
 블록체인, 가상자산에 대한 이해도가 높은 자
 외국어 가능자

"
369,퀄슨(주),퍼포먼스마케터 / Performance Marketer,"

 앱/웹 User Acquisition, Retention, Revenue를 위한 마케팅 믹스 구성 및 KPI 관리
 주요 지표 달성을 위한 프로모션 기획 및 실행
 데이터 기반의 캠페인 성과 측정 및 인사이트 공유 역량
 온라인 마케팅 채널 (유튜브, 페북, 네트워크배너 등) 캠페인 광고 집행 및 최적화
 신규 마케팅 채널 리서치 및 테스트
 대행사 커뮤니케이션 및 관리

 마케팅 경력 2년 이상의 마케터
 페이스북, 유튜브 등 주요 paid 마케팅 채널을 운영하여 성과를 낸 경험이 있는 분
 데이터 기반의 실험과 개선에 대한 의지가 높은 분
 숫자와 데이터에 밝은 분
 자기주도적으로 일하는 분
 IT와 교육 서비스(EduTech)에 대한 이해도가 높은 분

 논리적인 의사결정이 가능해요
 트래킹 툴(GA, ab180 등) 활용한 데이터 분석 경험이 있어요
 SQL, R 등 데이터 분석 스킬을 토대로 데이터를 가공할 수 있어요
 마케팅 자동화 툴(브레이즈 등)을 활용한 CRM 마케팅 경험이 있어요

"
