company,task,info
잡플래닛 매칭서비스,IT 대기업 - 연결회계,"기업소개
IT 대기업
주요업무

모집부서 소개 : 그룹사 회계 정책 수립 및 연결결산 수행
역할 및 책임 : '연결회계 결산, 재무제표 및 공시자료 작성, 국내/외 계열회사 회계기준 검토 및 관리
자격요건
경력 필수기간 : 3년 이상
필수 사항 : 'K-IFRS 기준 회계처리 및 연결회계 업무 경력, 상장회사 외부 회계감사 수검/대응, 사업보고서 등 외부 공시자료 작성 경험
우대 사항 : 회계/세무 관련 자격증 보유자, 동종업계 근무 경험, 일본어 또는 영어 가능자, ERP(회계시스템) 기획 경험
최소학력사항/타겟전공 : 대졸 / 경영학 관련 전공
채용절차
서류전형 > 실무자면접 > 임원면접 > 최종합격
제출서류: 국문"
(주)지텐션,IT,"주요업무
- 플랫폼, IT관련 개발 관련 전략을 수립하고,
시스템 유지보수 및 보안 업무
자격요건
- 해외여행에 결격사유가 없어야 합니다.
채용절차
서류지원 심사 > 실무진 면접 > 임원 면접 > 최종합격 및 심사

[제출 서류]
- 입사지원서
- 프로젝트 이력(각 부문 해당자)
- 포트폴리오(디자인 필수)
기타
- 학력 및 경력사항에 대해 허위 기재시 입사가 취소될 수 있습니다.
- 회사는 해당 개인정보를 채용 이외의 목적으로 일정 사용하지 않습니다."
엘지디스플레이(주),IT 사업부 - Module 기술/공정개발,"주요업무
▶ Module 설비/공정 기술 업무
- 단위 공정 최적화 및 관리 기술 대응
- 신모델, 신공정 검토 및 공정 Set-up
- AI / Big Data 연계 Module 정보 자동화

▶ 전략고객 Module 공정개발 업무
- 단위 공정 수율 안정화 및 생산 지원
- 신모델 공정 최적화 및 양산 안정성 확보
- Panel 불량 분석 및 개선, Panel 입고 품질 선행관리
- OEM 품질 관리
자격요건
- 전자/기계/화공/물리 전공자
- 중국어 기초 수준 가능자

■ 지원대상
- 분야별 모집요건 전공 中 학사 학위를 취득한 인원
- '21년 6월부터 근무 가능한 인원
※ 8월 졸업 예정인 경우도 지원 가능하나, 6월부터 정상 근무 가능하여야 하며
8월 졸업 및 학사학위 취득이 안될 경우 입사 취소될 수 있음

■ 병역
- 병역필, 면제 또는 비대상자

■ 기타
- 해외여행에 결격사유가 없는 자, 군필 혹은 면제자
- 공인어학의 경우 최근 2개년 이내 취득 성적에 한하여 유효
우대사항
- 영어 Business 회화 가능자
- 국가 보훈대상자 및 장애인의 경우 관련 법령에 의거 우대
채용절차
서류전형 > 인적성검사 > 1차면접 > 2차면접 > 건강검진 > 랜턴십 전형 > 최종전형

■ 전형설명
1. 서류전형
→ 지원자의 직무 관련 지식/경험/강점/이해도를 확인하는 전형입니다.

2. 1차면접
→ 직무관련 아이디어 발표를 통해 지원자의 직무역량을 확인하는 전형입니다.

3. 2차면접
→ 지원자의 다양한 경험을 면접위원과 공유함으로써
지원자가 LG Display의 행동방식에 적합한 인재인지 확인하는 전형입니다.

4. 랜턴십전형
→ Untact 시대에 맞춰 도입된 신규 채용 전형으로,
일정기간 동안 주어진 과제에 대해 준비 후 발표하여 지원자의 직무/조직 적합도를 확인하는 전형입니다.
기타
- 지원서 접수 마감 기한에 임박해서는 접속장애가 있을 수 있으니, 마감전에 미리 지원서를 제출하여 주시기 바랍니다.
- 진행 상황에 따라 일부 채용 전형이 변경 운영될 수 있습니다."
지에스건설(주),IT지원(해외),"주요업무
- IT지원(해외)
자격요건
1. 신체건강하고 건설현장근무에 문제가 없는 자
2. 병역필 또는 병역 면제자로서 해외여행에 결격사유가 없는자
우대사항
- 관련전공 이수 및 자격보유자 우대
채용절차
1차 : 서류전형
2차 : 면접전형 (서류전형 합격자에 한하여 개별통지)
3차 : 신체검사 (면접전형 합격자에 한하여 개별통지)
4차 : 최종합격 (최종합격자에 한하여 개별통지)
※ 본 공고는 상시채용 및 상시지원이 가능한 인력POOL 모집으로서
당사 PJT일반직(현장계약직) 채용건 발생 시 본 공고에 입사지원서를 작성하신 분들을 우선채용검토합니다.
기타
1. 지원서 외의 각종 서류는 최종 합격자에 한하여 제출합니다.
2. 지원서의 내용이 사실과 다른 경우에는 합격이 취소됩니다.
3. 지원서 작성후 180일까지 채용이 확정되지 않을 경우 지원서가 자동 삭제됨으로 지원서를 Update 바랍니다.
4. 장애인 및 국가보훈대상자는 관계법령에 의거 우대합니다.
5. 급여 / 근무조건 채용예정자 별도 협의
6. 상기에 기재되지 않은 사항은 당사 취업규칙을 준용합니다."
(유)일루미나리안,금융팀 IT Compliance 내부통제 담당자,"기업소개
안녕하세요,
“착한회사 + 좋은회사”가 되고 싶은 일루미나리안 입니다.
혹시라도 저희 회사에 왜 지원하고 싶으신가요?
아니면 단순히 채용 검색으로 찾아 오시게 되었나요? 다 좋습니다.
다만 저희 회사에 지원하고 싶다면, 아래 글을 차근차근 읽어주세요.
긴 글이어서 부담되신다고요? 그래도 저희 회사에 지원을 하고자 하신다면, 읽어주시길 부탁드려요.
다 읽고나서, 마음 한 켠이 뜨거워지거나 삶의 커리어 중 꼭 한번은 이런 회사와 함께 하고 싶은 마음이 든다면, 꼭! 지원해주세요. 저희는 그런 분을 찾고 있습니다.

그러면 저희들의 이야기를 시작해 볼께요.
저희 회사는 실리콘 밸리와 호주, 네덜란드, 싱가포르 등지에서 개발자로 20년 넘게 일해오신 소장님이 한국에 “좋은 회사“를 만들고 싶은 진심으로 설립한 회사입니다. 진심 하나로 시작했기에 시행착오도 있지만 저희는 천천히 꾸준히 “좋은 회사“를 만들어 가고 있습니다.

그리고 “좋은 회사“에는 “좋은 인재“가 필요합니다.
“좋은 회사“란 어떤 회사일까요?
워라밸이 좋은 회사? 연봉이 높은 회사? 꼰대가 없는 회사? 수평적인 회사?
저희는 “좋은 동료들이 함께 하는 회사“라고 생각합니다.

가슴에 뜨거운 열정을 갖고 스마트한 동료들과 서로 존중하며 책임감과 자부심을 갖고 일하는 자신의 모습을 상상해 보세요. 멋지고 뿌듯한 마음이 들지 않나요? 저희는 그런 회사를 함께 만들어갈 분을 찾고 있습니다. 결과도 중요하지만 결과를 이루어내는 과정속의 진심을 인정해주는 따뜻함을 가진 동료들이 있습니다. 바른 인성과 오픈마인드, 성장 가능성이라는 세 가지 능력을 모두 가진 분이 아니라면 이 채용 공고를 더 읽지 않으셔도 좋습니다. 분명 저희보다 더 잘 어울리는 회사기 있으실거에요.

“회사“는 우리가 대부분의 시간을 할애하는 곳입니다.
직장은 단순히 돈을 벌기 위해서 다니기도 하지만, 조금 더 좋은 마음을 품고 몸 담을 수 있다면 어떨까요? 저희는 그런 마음으로 다닐 수 있는 회사를 함께 만들어 가실 분을 모시고 싶습니다.

저희가 자랑할 수 있는 복지는 “주 4일 근무 제도“입니다. 더 많은 복지는, 저희 회사에 어떤 분이 오시냐에 달려있습니다. 책임감을 갖고 성실히 일해주신다면, 현재 저희 팀원들과 함께 힘을 모아 프로젝트를 더크게 성공시키고 더 많은 복지혜택을 누릴 수 있을 것입니다. 그만큼 “좋은 팀원” 한 분이 저희에게는 절실합니다.

그럼 잠시 저희 회사의 서비스를 소개해 드릴께요.
저희는 현재 글로벌 서비스를 대상으로 하는 크라우드펀딩 플랫폼을 만들고 있습니다.

스타트업이며, 미국 법인에서 전액 출자한 자회사입니다.
현재 진행 중인 프로젝트는 다음과 같습니다.
첫 번째, 프로젝트는 현재 일본 자회사와 협업하여 진행 중입니다.

1. 미국&일본 서비스를 대상으로 하는 재생에너지 크라우드펀딩 플랫폼(진행중, 2021년 상반기 오픈 예정)
2. 글로벌 서비스를 대상으로 하는 엔터테인먼트 크라우드펀딩 플랫폼(현재 사업기획 초기단계)

※ 하단 컬럼은 반드시 읽어보시고 느낀 점에 대해 지원서에 함께 제출해 주시길 요청드립니다.
=>https://brunch.co.kr/@supims/362

[다음에 해당되는 분은 저희와 잘 맞을 확률이 높습니다]
- 새로운 일에 도전하는 데 열린 마음을 가진 분
- 용기내어 “모른다“고 말할 수 있는 분
- 반대로, “모른다“고 말하는 사람을 기꺼이 도와줄 수 있는 분
- 책임감을 갖고 성실히 일하는 데에 자신 있으신 분
- 회사 뒷담화를 하느니 그 시간에 내가 좋아하는 취미생활을 하는게 맘 편하신 분
- 회사생활에서 인간관계에만 집중을 하시는 것보다 그냥 조용히 일하는 게 더 좋은 분
- 경영자가 가수가 될 수 있다고 생각하시는 분
- 발레리나가 개발자가 될 수 있다고 생각하시는 분
- “일”이 곧 “나”라고 생각하지 않으시는 분 (본캐와 부캐가 확실하신 분)
- 내가 한 일에 대해 개선사항을 지적받을 때 마음은 조금 아파도 금방 수용할 수 있는 분
- 누가 알려주지 않아도 스스로 일을 꾸려갈 수 있는 분
- 내가 가진 능력이 어디에든 쓰이고 도움이 된다면 기쁜 분
- 스펀지 같은 습득력과 주위를 태워버릴 것 같은 열정있는 분

[저희는 이런 “내부통제 담당자“분과 함께하고 싶습니다]
- 유관 업무 경험이 있고, 서비스 기획 초기부터 함께 고민할 수 있는 분
- 회사의 운영방침과 목표를 공감하고 팀원들을 리드하여 함께 보폭을 맞춰 걸어갈 수 있는 분
- 프로젝트의 방향과 개선점이 변경 되더라도 열린 마음으로 수용 할 수 있는 분
- 회사의 비즈니스 모델과 성장을 함께 고민 할 수 있는 분
- 꼰대 마인드가 없으신 분

긴 글을 읽어주신 지원자님께 진심으로 감사 드립니다.
주요업무
글로벌 프로젝트의 크라우드 펀딩을 기반으로 새로운 금융 플랫폼 서비스 개발중입니다.
- 온라인소액투자중개업 라이선스 취득을 위한 업무
- 금융기관의 지침대로 사내 내부통제 업무
- 내부통제 절차 준수 점검 및 보고
- 전자금융업 관련 Compliance 대응
- 외부감사인의 전산감사 대응
- 고객에게 안전한 전자금융서비스를 제공하기 위한 내부통제 업무
자격요건
아래의 요건 중 하나를 충족하는 경우 지원이 가능합니다.
[직무자격요건]
- 공인회계사, 변호사 등 해당 업무에 대한 전문성을 인정할 수 있는 자격 소지자(5년 이상의 경력)
- 금융기관 근무 5년이상 : 내부통제업무를 5년 이상의 경력이 있어야 요건 충족
- 전문교육과정(대학원 등)을 이수하고 내부통제업무 2년 이상 경력자
- 그 밖에 해당 업무에 대한 전문성이 상기 인력에 준한다고 볼 수 있는 상당한 근거가 있는 자
- 유의사항: 국내 자격증이 없거나 금융기관에서 내부통제 업무를 한 경력이 없는 경우 감독기관에서 금융기관 경력, 업무내용 등을 검토 후 충분하지 않다고 판단할 가능성이 있음

[일루미나리안 멤버 공통자격]
- 나이, 성별, 외모, 교육, 종교, 정치, 역할등에 관계없이 서로를 존중하고 차별하지 않는 분
- 개인의 개성을 존중하시는 분
- 회사와 팀에 도움이 된다면 솔직하게 자기 생각을 표현 하실 수 있는 분
- 알고 있는 정보와 지식을 팀원들과 나누고 새로운 것을 받아드리는 겸손한 자세가 있는 분
- 다음 단계의 서비스를 만들기위해 필요한 정보를 찾아내려는 열정이 있는 분
- 사용자가 원하는 요구사항을 끊임없이 탐구하고 찾는 분
- 팀간의 업무 조율과 커뮤니케이션에 능통한 분
- 회사와 함께 성장하고 싶은 분
우대사항
- 금융기관에서 요구하는 사내 준법감시인의 요건에 합당한 분
- 금융권 컴플라이언스 및 내부통제 업무 전반에 대한 경험있는 분
- 온라인소액투자중개업 라이선스 취득 업무 경험있는 분
- 회계관련 자격증 (국내 CPA만 인정)보유한 분
- 회사의 방향성을 잘 따르며, 팀원들과 화합해서 같이 오래 일 할 수 있는 분
- 영어 커뮤니케이션 가능한 분
채용절차
- 서류심사: 통과 된 분들에게 면접일을 조율하기 위해서 연락 드립니다.
- 1차 인터뷰: 인사담당자와 간단히 화상 인터뷰 진행합니다.
- 2차 인터뷰: 지원하신 포지션의 담당 팀장님과 인터뷰 진행합니다.
※ 참고사항:
1. 모든 채용 진행과정의 결과는 지원자분에게 답변해 드리고 있습니다.
2. 코로나로 인해 비대면 인터뷰로 진행하고 있습니다
복리후생
- 임직원 단체보험 가입하고 있습니다.
- 생일 상품권 드리고 있습니다.
- 카페테리아(커피, 차, 음료) 이용 가능합니다.
- 업무관련 도서 및 교육지원
- 경조사(직계가족 및 본인 결혼한함) 2주 유급휴가 추가 제공
※ 그 외 더 많은 복지를 제공해드리기 위해서 연구하고 준비하고 있습니다.
기타
- 주 4일(화~금) 근무제 운영중입니다.
- 유연근무제(시차출퇴근제) 시행중입니다.
- 현재 코로나 바이러스로 인해 직원들의 건강과 우리 모두를 지키기 위하여 재택 근무를 시행중입니다."
잡플래닛 매칭서비스,IT 글로벌 대기업 - Finance (회계),"기업소개
IT글로벌 대기업
주요업무
회계결산 마감을 수행하여 재무 정보 이용자를 위한 경영정보를 제공합니다.
Tax와 사업에 관한 이슈를 검토하여 회사의 Risk를 관리하고 손익에 기여를 합니다.
글로벌 법인의 재무회계 정책을 조율하고, 현지의 회계업무 수행을 지원합니다.

담당업무
국제회계기준(IFRS)에 따른 재무회계 결산
정기 / 비정기적으로 발생하는 세무 신고 및 회계 관련 이슈 검토
글로벌 법인의 회계 관련 업무 지원
자격요건
자격요건
3년 이상의 회계/재무 관련 업무 경력을 보유하신 분
데이터/수치화된 자료를 기반으로 회계자료를 작성하고 분석하는 능력이 뛰어나신 분
논리적인 사고와 유연한 커뮤니케이션이 가능하신 분
우대사항
우대사항
IT서비스 또는 동종업계 업무 경력을 보유하신 분
회계 관련 자격증을 보유하신 분
외국어로 업무 진행이 가능하신 분 (영어, 일본어)
채용절차
서류전형 > 실무자면접 > 임원면접 > 최종합격
제출서류: 국문"
안진회계법인,경영지원본부 IT Security Management Team Leader,"주요업무
? IT Governance Risk & Compliance Management
- IT 보안 정책 유지 관리
- Global Security Standard 관리
- 보안성 검토
? Security Project Delivery & Deployment
- Global/Local Security 관련 프로젝트 관리
? Security Operation
- 보안 취약점 관리
- 보안 운영 관리
- 보안 관리 성과 지표 관리
- 보안 Incident 대응
? IT 보안팀 관리 운영 (People Management)
자격요건
해당 경력 10년 이상 15년 이하
? Team management 경력
? Fluent in written and verbal English
? IT 정보보안 전략 분석, 수립 유경험자
? 글로벌 프로젝트, 커뮤니케이션 유 경험자
? 개발/해킹/보안 취약점 이해 보유 및 운영 유경험
? 서버/네트워크/DBMS 등 기본 IT인프라 환경에 대한 지식 보유자
? 커뮤니케이션이 원활하고 창의적인 사고와 오픈 마인드의 소유자
우대사항
? 국내/외 보안 자격 보유자 (CISSP, CISA, CISM, CEH, ISO27001, KISA 등)
채용절차
서류전형 > 면접전형 > 인성검사 > 최종합격
※ 단, 채용 직급에 따라 인성검사 대신 Background check/Reference check가 진행될 수 있음
※ 면접 일정은 추후 통보
※ ~ 채용시 마감
기타
- 타 공고 간 중복 지원은 불가능합니다.
- 입사지원서 내용이 사실과 다를 경우 합격(입사)이 취소됩니다.
- 국가 보훈 대상자 및 장애인은 관련 법규에 의거하여 우대합니다.
- 단계별로 전형이 진행된 후 지원결과는 채용사이트 My Career - 전형결과조회에서 확인 가능합니다.
- 상기 사항은 회사 사정에 따라 변동될 수 있습니다."
잡플래닛 매칭서비스,"매출액 3,000억 IT중견기업 - 중견기업, IT기술영업 경력자","기업소개
매출액 3,000억 IT중견기업
주요업무
[IT Solution 영업]
- IT솔루션영업, IT기기영업
- 직접영업 또는 채널영업
- 기업영업, 공공영업
자격요건
[지원자격]
- IT영업 경력 1년이상
- SW,솔루션영업,IT기기영업 각 부문
- 기업영업, 공공영업,채널영업 각 부문

[우대사항]
- SI영업,공공영업 경력자 우대
- 가상화기기 영업 경력자 우대
채용절차
서류전형 > 실무자면접 > 임원면접 > 최종합격
제출서류: 국문"
엘지디스플레이(주),IT 사업부 - 개발/측정 전담,"주요업무
■ IT사업부 개발 전담직 주요 업무
- 개발 Run 대응(자재 이동/반출/출하), 물류 대응 및 관련 업무 전산 작업 진행
- 측정 업무 : 광학 측정, 기구 치수 측정, Data 이력 관리
- 자재 관리 : 부품(F-ring, CG) 통관/세관 업무 및 전산 처리, 물류 대응 및 자재 이동
자격요건
■ 계약기간 : 1년
■ 전문학사 이상
■ 즉시 입사 가능자
우대사항
- 꼼꼼하고 세밀한 업무 처리 역량
- 간단한 MS Office Excel 활용 역량
채용절차
서류전형 > 1차면접 > 인성검사 > 건강검진 > 최종전형
기타
■ 서류전형 결과 및 면접 안내는 개인 별 이메일로 공지되오니, 이메일 입력 시 주의하여 주시기 바랍니다.
■ 제출 및 기재한 내용에 허위 사실이 포함되어 있는 경우 입사가 취소될 수 있습니다.
■ 입사지원자께서는 입사지원 시부터 채용전형 전과정에 걸쳐 전·현직 직장의 영업비밀을 침해하는 일이 없도록 각별히 유의하시기 바랍니다.
■ 처우는 회사 내규에 따라 정해집니다."
하나손해보험(주),자회사(GA) - IT,"주요업무
○ IT개발 및 운영
자격요건
- 관련업무 경력 3 ~ 10년
우대사항
- GA 근무경력자 우대
- 시스템 구축 프로젝트 수행 경험
채용절차
서류 > 면접 > 건강 > 채용
기타
- 장애인/국가보훈대상자는 관계법에 의거하여 우대(관련 서류 제출 필수)
- 서류전형 합격자는 개인별 통보 예정
- 입사지원서 허위 작성시 합격이 취소될 수 있습니다.
- 부정한 청탁을 통해 채용된 사실이 발견될 경우에는 합격이 취소될 수 있습니다.
- 제출서류는 추후 별도 안내"
(주)마크로젠,IT&BI부문 / OS 개발,"주요업무
- 헬스케어 iOS Native 앱(GenTok) 개발, 기존 앱 서비스 고도화
자격요건
- 학사학위 이상 소지자
- iOS 개발 관련 경력 3년 이상인 자
우대사항
- Swift 개발 경험자
- 최신 개발 트랜드에 대한 높은 이해도 보유자
- 모바일 서비스 개발 및 운영 경험자
- 국가보훈대상자 및 장애인은 관련법령에 의거하여 우대합니다.
채용절차
* 1차: 서류전형
- 접수 마감 후 2주 이내 결과 통보 예정
* 2차: 온라인 인·적성검사
- 면접 대상자에게 별도 안내
* 3차: 실무면접
- 면접 대상자에게 별도 안내되며 PT 혹은 실기면접으로 진행 될 수 있음
* 4차: 임원면접
- 임원면접은 1,2차로 진행 될 수 있음
* 최종합격자 채용검진 실시
* 인턴의 경우 임원면접 제외
복리후생
- 연금·보험: 국민연금, 건강보험, 고용 및 산재보험
- 휴무·휴가: 주5일근무, 경조휴가, 연차휴가, 출산휴가, 육아휴직 등
- 보상제도: 인센티브제, 생활운영자금대출, 장기근속자 포상, 우수사원 포상
- 기타: 정기건강검진, 사내동호회 지원, 사내휴게실운영, 생일 상품권 지급 등 운영
기타
* 제출서류
- 신입(인턴): 입사지원서, 자기소개서, 경험소개서(* 해당 입사지원서 1,2 page 작성안내 참고)
- 경력: 입사지원서, 자기소개서, 경력소개서(* 해당 입사지원서 1,2 page 작성안내 참고)
* 접수방법: www.macrogen.com에 접속 혹은 공고에 업로드 되어 있는 당사양식(입사지원서) 이력서를 다운로드 하여 작성 후 접수
* 접수 시 파일제목에 지원부문 및 성명 표기[예: NGS국내영업_홍길동]

* 입사자 처우 및 근무조건
- 근무형태: 정규직 / 인턴(3개월)
* 인턴의 경우 정규직 전환형으로 근무기간 종료 후 평가를 통해 전환여부 결정
- 수습기간: 신입/경력 정규직의 경우 내규에 따라 수습기간 3개월 부여 (단, 경력의 경우 급여 100%지급)
- 급여: 회사내규에 따름

※ 전문연구요원은 ‘NGS수행’ 모집분야에 지원 가능하며 이력서 모집(지원)분야에 전문연구요원 기입 예시: NGS수행(전문연구요원)
참고자료
_자사양식_입사지원서_마크로젠.zip"
